id|nome|url_mostra_mapas_na_tela|url_obtem_dados_indicador|url_obtem_totais_evolucao_tendencia|url_faz_download_geometrias_dados|descricao_simples|descricao_completa|nivel|proporcao_direta|indicador_pai|anos|setor_estrategico|tipo_geometria|unidade_medida|cenarios
40004|Sensibilidade|https://sistema.adaptabrasil.mcti.gov.br/40004/1/2020/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/40004/2020/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/40004/null/2020/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/40004/BR/null/2020/municipio/SHPz/adaptabrasil|Predisponiblidade das operações portuárias aos impactos frente à ocorrência de uma ameaça climática de tempestade|A sensibilidade é o grau em que um sistema é afetado, seja de forma adversa ou benéfica pelas mudanças do clima. Para extrair o grau em que o setor de infraestrutura portuária é sensível à ameaça de tempestade, optou-se pela utilização dos indicadores infraestruturais e ambientais, com o objetivo de identificar quais características tornam a operação portuária mais predisposta a impactos devido à ocorrência de tempestades. Assim, o Índice de Sensibilidade foi obtido a partir do cálculo da média dos indicadores de condição da área abrigada, tipo de porto e tipo de carga dos 21 portos.<br><br> Fontes:<br> ANTAQ. Impactos e Riscos da Mudança do Clima nos Portos Públicos Costeiros Brasileiros. Brasília: Agência Nacional de Transportes Aquaviários (ANTAQ), 2021. 311 páginas.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. Climate Change 2014: Synthesis Report. Working Groups I, II and III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Core Writing Team, R.K. Pachauri and L.A. Meyer (eds.)]. IPCC, Geneva, Switzerland, 151 pp.|4|1|40001|2020|Infraestrutura Portuária|MultiPoint||['Otimista', 'Pessimista']
40005|Capacidade Adaptativa|https://sistema.adaptabrasil.mcti.gov.br/40005/1/2020/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/40005/2020/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/40005/null/2020/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/40005/BR/null/2020/municipio/SHPz/adaptabrasil|Capacidade adaptativa dos portos às tempestades, obtida em função da adoção de medidas estrutrais e não estruturais|A capacidade adaptativa compreende a habilidade dos sistemas, instituições, seres humanos e outros organismos de se ajustar a possíveis danos, de saber aproveitar as oportunidades ou de responder às consequências. O Índice de Capacidade Adaptativa foi desenvolvido a partir do levantamento de informações relacionadas a medidas estruturais e não estruturais (medidas de gestão) que os portos já adotam a fim de aumentar a capacidade adaptativa dos portos frente à ameaça climática de tempestade.<br><br> Fontes:<br> ANTAQ. Impactos e Riscos da Mudança do Clima nos Portos Públicos Costeiros Brasileiros. Brasília: Agência Nacional de Transportes Aquaviários (ANTAQ), 2021. 311 páginas.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. Climate Change 2014: Synthesis Report. Working Groups I, II and III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Core Writing Team, R.K. Pachauri and L.A. Meyer (eds.)]. IPCC, Geneva, Switzerland, 151 pp.|4|0|40001|2020|Infraestrutura Portuária|MultiPoint||['Otimista', 'Pessimista']
40104|Sensibilidade|https://sistema.adaptabrasil.mcti.gov.br/40104/1/2020/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/40104/2020/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/40104/null/2020/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/40104/BR/null/2020/municipio/SHPz/adaptabrasil|Predisponiblidade das operações portuárias aos impactos frente à ocorrência de uma ameaça climática de vendaval|A sensibilidade é o grau em que um sistema é afetado, seja de forma adversa ou benéfica pelas mudanças do clima. Para extrair o grau em que o setor de infraestrutura portuária é sensível à ameaça de vendaval, optou-se pela utilização dos indicadores infraestruturais e ambientais, com o objetivo de identificar quais características tornam a operação portuária mais predisposta a impactos devido à ocorrência de vendavais. Assim, o Índice de Sensibilidade foi obtido a partir do cálculo da média dos indicadores de condição da área abrigada, tipo de porto e tipo de carga dos 21 portos.<br><br> Fontes:<br> ANTAQ. Impactos e Riscos da Mudança do Clima nos Portos Públicos Costeiros Brasileiros. Brasília: Agência Nacional de Transportes Aquaviários (ANTAQ), 2021. 311 páginas.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. Climate Change 2014: Synthesis Report. Working Groups I, II and III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Core Writing Team, R.K. Pachauri and L.A. Meyer (eds.)]. IPCC, Geneva, Switzerland, 151 pp.|4|1|40101|2020|Infraestrutura Portuária|MultiPoint||['Otimista', 'Pessimista']
40105|Capacidade Adaptativa|https://sistema.adaptabrasil.mcti.gov.br/40105/1/2020/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/40105/2020/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/40105/null/2020/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/40105/BR/null/2020/municipio/SHPz/adaptabrasil|Capacidade adaptativa dos portos ao vendaval, obtida em função da adoção de medidas estrutrais e não estruturais|A capacidade adaptativa compreende a habilidade dos sistemas, instituições, seres humanos e outros organismos de se ajustar a possíveis danos, de saber aproveitar as oportunidades ou de responder às consequências. O Índice de Capacidade Adaptativa foi desenvolvido a partir do levantamento de informações relacionadas a medidas estruturais e não estruturais (medidas de gestão) que os portos já adotam a fim de aumentar a capacidade adaptativa dos portos frente à ameaça climática de vendaval.<br><br> Fontes:<br> ANTAQ. Impactos e Riscos da Mudança do Clima nos Portos Públicos Costeiros Brasileiros. Brasília: Agência Nacional de Transportes Aquaviários (ANTAQ), 2021. 311 páginas.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. Climate Change 2014: Synthesis Report. Working Groups I, II and III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Core Writing Team, R.K. Pachauri and L.A. Meyer (eds.)]. IPCC, Geneva, Switzerland, 151 pp.|4|0|40101|2020|Infraestrutura Portuária|MultiPoint||['Otimista', 'Pessimista']
40204|Sensibilidade|https://sistema.adaptabrasil.mcti.gov.br/40204/1/2020/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/40204/2020/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/40204/null/2020/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/40204/BR/null/2020/municipio/SHPz/adaptabrasil|Predisponiblidade das operações portuárias aos impactos frente à ocorrência de uma ameaça climática de  aumento do nível do mar|A sensibilidade é o grau em que um sistema é afetado, seja de forma adversa ou benéfica pelas mudanças do clima. Para extrair o grau em que o setor de infraestrutura portuária é sensível à ameaça de aumento do nível do mar, optou-se pela utilização dos indicadores infraestruturais e ambientais, com o objetivo de identificar quais características tornam a operação portuária mais predisposta a impactos devido à ocorrência de ao aumento do nível do mar. Assim, o Índice de Sensibilidade foi obtido a partir do cálculo da média dos indicadores de condição da área abrigada e tipo de porto dos 21 portos.<br><br> Fontes:<br> ANTAQ. Impactos e Riscos da Mudança do Clima nos Portos Públicos Costeiros Brasileiros. Brasília: Agência Nacional de Transportes Aquaviários (ANTAQ), 2021. 311 páginas.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. Climate Change 2014: Synthesis Report. Working Groups I, II and III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Core Writing Team, R.K. Pachauri and L.A. Meyer (eds.)]. IPCC, Geneva, Switzerland, 151 pp.|4|1|40201|2020|Infraestrutura Portuária|MultiPoint||['Otimista', 'Pessimista']
40205|Capacidade Adaptativa|https://sistema.adaptabrasil.mcti.gov.br/40205/1/2020/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/40205/2020/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/40205/null/2020/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/40205/BR/null/2020/municipio/SHPz/adaptabrasil|Capacidade adaptativa dos portos ao  aumento do nível do mar, obtida em função da adoção de medidas não estruturais|A capacidade adaptativa compreende a habilidade dos sistemas, instituições, seres humanos e outros organismos de se ajustar a possíveis danos, de saber aproveitar as oportunidades ou de responder às consequências. O Índice de Capacidade Adaptativa foi desenvolvido a partir do levantamento de informações relacionadas a medidas não estruturais, ou seja, medidas de gestão que os portos já adotam a fim de aumentar a capacidade adaptativa dos portos frente à ameaça climática de aumento do nível do mar.<br><br> Fontes:<br> ANTAQ. Impactos e Riscos da Mudança do Clima nos Portos Públicos Costeiros Brasileiros. Brasília: Agência Nacional de Transportes Aquaviários (ANTAQ), 2021. 311 páginas.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. Climate Change 2014: Synthesis Report. Working Groups I, II and III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Core Writing Team, R.K. Pachauri and L.A. Meyer (eds.)]. IPCC, Geneva, Switzerland, 151 pp.|4|0|40201|2020|Infraestrutura Portuária|MultiPoint||['Otimista', 'Pessimista']
50004|Sensibilidade|https://sistema.adaptabrasil.mcti.gov.br/50004/1/2020/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/50004/2020/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/50004/null/2020/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/50004/BR/null/2020/municipio/SHPz/adaptabrasil|Grau em que um sistema socioecológico é potencialmente modificado ou afetado por uma ameaça climática combinada de temperatura, precipitação e umidade relativa para a Malária|Grau em que um sistema socioecológico é potencialmente modificado ou afetado, direta ou indiretamente, adversamente ou beneficamente, por estímulos relacionados ao clima, especificamente à temperatura, precipitação e umidade relativa para a Malária. Também pode ser entendido como a razão entre a mudança do sistema socioecológico e a unidade de quantidade de ameaça. A sensibilidade é uma propriedade inerente de um sistema socioecológico, existente antes da ameaça e independentemente da exposição desse sistema. O Índice de Sensibilidade é resultante da composição dos indicadores temáticos: Suscetibilidade social, Mobilidade populacional, e Perfil epidemiológico da Malária.<br><br>Fontes:<br>GALLOPÍN, G. C.. Box 1: A systemic synthesis of the relations between vulnerability, hazard, exposure and impact, aimed at policy identification. In: Economic Commission for Latin American and the Caribbean (ECLAC). Handbook for Estimating the Socio-Economic and Environmental Effects of Disasters. Mexico, D.F.: ECLAC, LC/MEX/G.S., p. 2-5, 2003.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. CLIMATE CHANGE 2001: impacts, adaptation and vulnerability. Contribution of Working Group II to the Third Assessment Report of the Intergovernmental Panel on Climate Change [[Core Writing Team, J. J. McCartthy; O. F. Canziani; N. A. Leary; D. J. Dokken and K. S. White (eds.)]. IPCC, Cambridge, United Kingdom, 10p.|4|1|50001|2020|Saúde|MultiPolygon||['Otimista', 'Pessimista']
50005|Capacidade Adaptativa|https://sistema.adaptabrasil.mcti.gov.br/50005/1/2020/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/50005/2020/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/50005/null/2020/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/50005/BR/null/2020/municipio/SHPz/adaptabrasil|Capacidade do sistema socioecológico de se ajustar às possíveis ameaças climáticas associadas à temperatura, precipitação e umidade relativa para a Malária|Capacidade do sistema socioecológico de se preparar e se ajustar às alterações climáticas ou aos danos climáticos potenciais relacionados à temperatura, precipitação e umidade relativa para a Malária, principalmente para diminuir os impactos negativos, aproveitar as oportunidades ou responder às consequências. O Índice de Capacidade Adaptativa é composto pelo indicador temático: Acesso aos serviços de saúde.<br><br>Fontes:<br>ADGER, W. N. Vulnerability. Global Environmental Change, v. 16, n. 3, p. 268–281, ago. 2006.<br>GALLOPÍN, G. C.. Box 1: A systemic synthesis of the relations between vulnerability, hazard, exposure and impact, aimed at policy identification. In: Economic Commission for Latin American and the Caribbean (ECLAC). Handbook for Estimating the Socio-Economic and Environmental Effects of Disasters. Mexico, D.F.: ECLAC, LC/MEX/G.S., p. 2-5, 2003.<br>GALLOPÍN, G. C.. Linkages between vulnerability, resilience, and adaptive capacity. Global Environmental Change, v. 16, p. 293-303, 2006.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. Climate Change 2014: Synthesis Report. Working Groups I, II and III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Core Writing Team, R.K. Pachauri and L.A. Meyer (eds.)]. IPCC, Geneva, Switzerland, 151 pp.|4|0|50001|2020|Saúde|MultiPolygon||['Otimista', 'Pessimista']
51004|Sensibilidade|https://sistema.adaptabrasil.mcti.gov.br/51004/1/2020/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/51004/2020/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/51004/null/2020/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/51004/BR/null/2020/municipio/SHPz/adaptabrasil|Grau em que um sistema socioecológico é potencialmente modificado ou afetado por uma ameaça climática combinada de temperatura, precipitação e umidade relativa para a Leishmaniose Tegumentar Americana|Grau em que um sistema socioecológico é potencialmente modificado ou afetado, direta ou indiretamente, adversamente ou beneficamente, por estímulos relacionados ao clima, especificamente à temperatura, precipitação e umidade relativa para a Leishmaniose Tegumentar Americana. Também pode ser entendido como a razão entre a mudança do sistema socioecológico e a unidade de quantidade de ameaça. A sensibilidade é uma propriedade inerente de um sistema socioecológico, existente antes da ameaça e independentemente da exposição desse sistema. O Índice de Sensibilidade é resultante da composição dos indicadores temáticos: Suscetibilidade social, Mobilidade Populacional e Perfil epidemiológico da Leishmaniose Tegumentar Americana.<br><br>Fontes:<br>GALLOPÍN, G. C.. Box 1: A systemic synthesis of the relations between vulnerability, hazard, exposure and impact, aimed at policy identification. In: Economic Commission for Latin American and the Caribbean (ECLAC). Handbook for Estimating the Socio-Economic and Environmental Effects of Disasters. Mexico, D.F.: ECLAC, LC/MEX/G.S., p. 2-5, 2003.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. CLIMATE CHANGE 2001: impacts, adaptation and vulnerability. Contribution of Working Group II to the Third Assessment Report of the Intergovernmental Panel on Climate Change [[Core Writing Team, J. J. McCartthy; O. F. Canziani; N. A. Leary; D. J. Dokken and K. S. White (eds.)]. IPCC, Cambridge, United Kingdom, 10p.|4|1|51001|2020|Saúde|MultiPolygon||['Otimista', 'Pessimista']
51005|Capacidade Adaptativa|https://sistema.adaptabrasil.mcti.gov.br/51005/1/2020/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/51005/2020/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/51005/null/2020/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/51005/BR/null/2020/municipio/SHPz/adaptabrasil|Capacidade do sistema socioecológico de se ajustar às possíveis ameaças climáticas associadas à temperatura, precipitação e umidade relativa para a Leishmaniose Tegumentar Americana|Capacidade do sistema socioecológico de se preparar e se ajustar às alterações climáticas ou aos danos climáticos potenciais relacionados à temperatura, precipitação e umidade relativa para a Leishmaniose Tegumentar Americana, principalmente para diminuir os impactos negativos, aproveitar as oportunidades ou responder às consequências. O Índice de Capacidade Adaptativa é composto pelo indicador temático: Acesso aos serviços de saúde.<br><br>Fontes:<br>ADGER, W. N. Vulnerability. Global Environmental Change, v. 16, n. 3, p. 268–281, ago. 2006.<br>GALLOPÍN, G. C.. Box 1: A systemic synthesis of the relations between vulnerability, hazard, exposure and impact, aimed at policy identification. In: Economic Commission for Latin American and the Caribbean (ECLAC). Handbook for Estimating the Socio-Economic and Environmental Effects of Disasters. Mexico, D.F.: ECLAC, LC/MEX/G.S., p. 2-5, 2003.<br>GALLOPÍN, G. C.. Linkages between vulnerability, resilience, and adaptive capacity. Global Environmental Change, v. 16, p. 293-303, 2006.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. Climate Change 2014: Synthesis Report. Working Groups I, II and III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Core Writing Team, R.K. Pachauri and L.A. Meyer (eds.)]. IPCC, Geneva, Switzerland, 151 pp.|4|0|51001|2020|Saúde|MultiPolygon||['Otimista', 'Pessimista']
52004|Sensibilidade|https://sistema.adaptabrasil.mcti.gov.br/52004/1/2020/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/52004/2020/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/52004/null/2020/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/52004/BR/null/2020/municipio/SHPz/adaptabrasil|Grau em que um sistema socioecológico é potencialmente modificado ou afetado por uma ameaça climática combinada de temperatura, precipitação e umidade relativa para a Leishmaniose Visceral|Grau em que um sistema socioecológico é potencialmente modificado ou afetado, direta ou indiretamente, adversamente ou beneficamente, por estímulos relacionados ao clima, especificamente à temperatura, precipitação e umidade relativa para a Leishmaniose Visceral. Também pode ser entendido como a razão entre a mudança do sistema socioecológico e a unidade de quantidade de ameaça. A sensibilidade é uma propriedade inerente de um sistema socioecológico, existente antes da ameaça e independentemente da exposição desse sistema. O Índice de Sensibilidade é resultante da composição dos indicadores temáticos: Suscetibilidade social e Perfil epidemiológico da Leishmaniose Visceral.<br><br>Fontes:<br>GALLOPÍN, G. C.. Box 1: A systemic synthesis of the relations between vulnerability, hazard, exposure and impact, aimed at policy identification. In: Economic Commission for Latin American and the Caribbean (ECLAC). Handbook for Estimating the Socio-Economic and Environmental Effects of Disasters. Mexico, D.F.: ECLAC, LC/MEX/G.S., p. 2-5, 2003.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. CLIMATE CHANGE 2001: impacts, adaptation and vulnerability. Contribution of Working Group II to the Third Assessment Report of the Intergovernmental Panel on Climate Change [[Core Writing Team, J. J. McCartthy; O. F. Canziani; N. A. Leary; D. J. Dokken and K. S. White (eds.)]. IPCC, Cambridge, United Kingdom, 10p.|4|1|52001|2020|Saúde|MultiPolygon||['Otimista', 'Pessimista']
52005|Capacidade Adaptativa|https://sistema.adaptabrasil.mcti.gov.br/52005/1/2020/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/52005/2020/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/52005/null/2020/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/52005/BR/null/2020/municipio/SHPz/adaptabrasil|Capacidade do sistema socioecológico de se ajustar às possíveis ameaças climáticas associadas à temperatura, precipitação e umidade relativa para a Leishmaniose Visceral|Capacidade do sistema socioecológico de se preparar e se ajustar às alterações climáticas ou aos danos climáticos potenciais relacionados à temperatura, precipitação e umidade relativa para a Leishmaniose Visceral, principalmente para diminuir os impactos negativos, aproveitar as oportunidades ou responder às consequências. O Índice de Capacidade Adaptativa é composto pelo indicador temático: Acesso aos serviços de saúde.<br><br>Fontes:<br>ADGER, W. N. Vulnerability. Global Environmental Change, v. 16, n. 3, p. 268–281, ago. 2006.<br>GALLOPÍN, G. C.. Box 1: A systemic synthesis of the relations between vulnerability, hazard, exposure and impact, aimed at policy identification. In: Economic Commission for Latin American and the Caribbean (ECLAC). Handbook for Estimating the Socio-Economic and Environmental Effects of Disasters. Mexico, D.F.: ECLAC, LC/MEX/G.S., p. 2-5, 2003.<br>GALLOPÍN, G. C.. Linkages between vulnerability, resilience, and adaptive capacity. Global Environmental Change, v. 16, p. 293-303, 2006.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. Climate Change 2014: Synthesis Report. Working Groups I, II and III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Core Writing Team, R.K. Pachauri and L.A. Meyer (eds.)]. IPCC, Geneva, Switzerland, 151 pp.|4|0|52001|2020|Saúde|MultiPolygon||['Otimista', 'Pessimista']
60004|Capacidade Adaptativa|https://sistema.adaptabrasil.mcti.gov.br/60004/1/2015/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/60004/2015/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/60004/null/2015/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/60004/BR/null/2015/municipio/SHPz/adaptabrasil|Capacidade do sistema socioecológico de se ajustar a possíveis desastres geo-hidrológicos de inundações, enxurradas e alagamentos|Capacidade do sistema socioecológico de se preparar e se ajustar aos desastres geo-hidrológicos provenientes das alterações climáticas ou danos climáticos potenciais, principalmente para diminuir os impactos negativos, aproveitar as oportunidades ou responder às consequências. No contexto das mudanças climáticas, a adaptação é compreendida como um conjunto de processos de ajustes no sistema, com a finalidade principal de preparar o mesmo para os efeitos das mudanças climáticas e, assim, reduzir as condições de vulnerabilidade a riscos de eventos adversos. O Índice de Capacidade Adaptativa é resultante da composição dos indicadores temáticos: Capacidade de investimento público municipal e renda; Governança e gestão de risco de desastres de inundações, enxurradas e alagamentos; e Capacidade municipal em cidadania e políticas setoriais.<br><br>Fontes:<br>ADGER, W. N. Vulnerability. Global Environmental Change, v. 16, n. 3, p. 268–281, ago. 2006.<br>GALLOPÍN, G. C.. Box 1: A systemic synthesis of the relations between vulnerability, hazard, exposure and impact, aimed at policy identification. In: Economic Commission for Latin American and the Caribbean (ECLAC). Handbook for Estimating the Socio-Economic and Environmental Effects of Disasters. Mexico, D.F.: ECLAC, LC/MEX/G.S., p. 2-5, 2003.<br>GALLOPÍN, G. C.. Linkages between vulnerability, resilience, and adaptive capacity. Global Environmental Change, v. 16, p. 293-303, 2006.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. Climate Change 2014: Synthesis Report. Working Groups I, II and III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Core Writing Team, R.K. Pachauri and L.A. Meyer (eds.)]. IPCC, Geneva, Switzerland, 151 pp.|4|0|60001|2015|Desastres Hidrológicos|MultiPolygon||['Otimista', 'Pessimista']
60005|Sensibilidade|https://sistema.adaptabrasil.mcti.gov.br/60005/1/2015/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/60005/2015/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/60005/null/2015/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/60005/BR/null/2015/municipio/SHPz/adaptabrasil|Grau em que um sistema socioecológico é potencialmente modificado ou afetado por desatre geo-hidrológicos|Grau em que um sistema socioecológico é potencialmente modificado ou afetado, direta ou indiretamente, por estímulos relacionados à ameaça climática que contribui para a ocorrência de desastres geo-hidrológicos. Também pode ser entendido como a razão entre a potencial mudança do sistema socioecológico decorrente de uma parcela de ameaça climática. A sensibilidade é uma propriedade inerente de um sistema socioecológico, existente antes da ameaça e independentemente da exposição desse sistema. O Índice de Sensibilidade é resultante da composição dos indicadores temáticos: condições socioeconômicas e demografia da população e deficiência em infraestrutura municipal.<br><br>Fontes:<br>GALLOPÍN, G. C.. Box 1: A systemic synthesis of the relations between vulnerability, hazard, exposure and impact, aimed at policy identification. In: Economic Commission for Latin American and the Caribbean (ECLAC). Handbook for Estimating the Socio-Economic and Environmental Effects of Disasters. Mexico, D.F.: ECLAC, LC/MEX/G.S., p. 2-5, 2003.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. CLIMATE CHANGE 2001: impacts, adaptation and vulnerability. indicator of Working Group II to the Third Assessment Report of the Intergovernmental Panel on Climate Change [[Core Writing Team, J. J. McCartthy; O. F. Canziani; N. A. Leary; D. J. Dokken and K. S. White (eds.)]. IPCC, Cambridge, United Kingdom, 10p.|4|1|60001|2015|Desastres Hidrológicos|MultiPolygon||['Otimista', 'Pessimista']
60104|Capacidade Adaptativa|https://sistema.adaptabrasil.mcti.gov.br/60104/1/2015/null/BR/municipio/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/mapa-dados/BR/municipio/60104/2015/null/adaptabrasil|https://sistema.adaptabrasil.mcti.gov.br/api/total/BR/municipio/60104/null/2015/adaptabrasil|https://sistema.adaptabrasil.dev.apps.rnp.br/api/geometria/data/60104/BR/null/2015/municipio/SHPz/adaptabrasil|Capacidade do sistema socioecológico de se ajustar a possíveis desastres geo-hidrológicos de deslizamentos de terra|Capacidade do sistema socioecológico de se preparar e se ajustar aos desastres geo-hidrológicos provenientes das alterações climáticas ou danos climáticos potenciais, principalmente para diminuir os impactos negativos, aproveitar as oportunidades ou responder às consequências. No contexto das mudanças climáticas, a adaptação é compreendida como um conjunto de processos de ajustes no sistema, com a finalidade principal de preparar o mesmo para os efeitos das mudanças climáticas e, assim, reduzir as condições de vulnerabilidade a riscos de eventos adversos. O Índice de Capacidade Adaptativa é resultante da composição dos indicadores temáticos: Capacidade de investimento público municipal e renda; Governança e gestão de risco de desastres de deslizamento de terra; e Capacidade municipal em cidadania e políticas setoriais.<br><br>Fontes:<br>ADGER, W. N. Vulnerability. Global Environmental Change, v. 16, n. 3, p. 268–281, ago. 2006.<br>GALLOPÍN, G. C.. Box 1: A systemic synthesis of the relations between vulnerability, hazard, exposure and impact, aimed at policy identification. In: Economic Commission for Latin American and the Caribbean (ECLAC). Handbook for Estimating the Socio-Economic and Environmental Effects of Disasters. Mexico, D.F.: ECLAC, LC/MEX/G.S., p. 2-5, 2003.<br>GALLOPÍN, G. C.. Linkages between vulnerability, resilience, and adaptive capacity. Global Environmental Change, v. 16, p. 293-303, 2006.<br>INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE - IPCC. Climate Change 2014: Synthesis Report. Working Groups I, II and III to the Fifth Assessment Report of the Intergovernmental Panel on Climate Change [Core Writing Team, R.K. Pachauri and L.A. Meyer (eds.)]. IPCC, Geneva, Switzerland, 151 pp.|4|0|60101|2015|Desastres Hidrológicos|MultiPolygon||['Otimista', 'Pessimista']
